Pixel,Resultado
392,Positivo
393,Positivo
394,Positivo
395,Positivo
396,Positivo
397,Positivo
398,Positivo
399,Positivo
400,Positivo
401,Positivo
402,Positivo
403,Positivo
404,Positivo
405,Positivo
406,Positivo
407,Positivo
408,Positivo
409,Positivo
410,Positivo
411,Positivo
412,Positivo
413,Positivo
414,Positivo
415,Positivo
416,Positivo
417,Positivo
418,Positivo
419,Positivo
420,Positivo
421,Positivo
422,Positivo
423,Positivo
424,Positivo
425,Positivo
426,Positivo
427,Positivo
428,Positivo
429,Positivo
430,Positivo
431,Positivo
432,Positivo
433,Positivo
434,Positivo
435,Positivo
436,Positivo
437,Positivo
438,Positivo
439,Positivo
440,Positivo
441,Positivo
442,Positivo
443,Positivo
444,Positivo
445,Positivo
446,Positivo
447,Positivo
448,Positivo
449,Positivo
450,Positivo
451,Positivo
452,Positivo
453,Positivo
454,Positivo
455,Positivo
456,Positivo
457,Positivo
458,Positivo
459,Positivo
460,Positivo
461,Positivo
462,Positivo
463,Positivo
464,Positivo
465,Positivo
466,Positivo
467,Positivo
468,Positivo
469,Positivo
470,Positivo
471,Positivo
472,Positivo
473,Positivo
474,Positivo
475,Positivo
476,Positivo
477,Positivo
478,Positivo
479,Positivo
480,Positivo
481,Positivo
482,Positivo
483,Positivo
484,Positivo
485,Positivo
486,Positivo
487,Positivo
488,Positivo
489,Positivo
490,Positivo
491,Positivo
492,Positivo
493,Positivo
494,Positivo
495,Positivo
496,Positivo
497,Positivo
498,Positivo
499,Positivo
500,Positivo
501,Positivo
502,Positivo
503,Positivo
504,Positivo
505,Positivo
506,Positivo
507,Positivo
508,Positivo
509,Positivo
510,Positivo
511,Positivo
512,Positivo
513,Positivo
514,Positivo
515,Positivo
516,Positivo
517,Positivo
518,Positivo
519,Positivo
520,Positivo
521,Positivo
522,Positivo
523,Positivo
524,Positivo
525,Positivo
526,Positivo
527,Positivo
528,Positivo
529,Positivo
530,Positivo
531,Positivo
532,Positivo
533,Positivo
534,Positivo
535,Positivo
536,Positivo
537,Positivo
538,Positivo
539,Positivo
540,Positivo
541,Positivo
542,Positivo
543,Positivo
544,Positivo
545,Positivo
546,Positivo
547,Positivo
548,Positivo
549,Positivo
550,Positivo
551,Positivo
552,Positivo
553,Positivo
554,Positivo
555,Positivo
556,Positivo
557,Positivo
558,Positivo
559,Positivo
560,Positivo
561,Positivo
562,Positivo
563,Positivo
564,Positivo
565,Positivo
566,Positivo
567,Positivo
568,Positivo
569,Positivo
570,Positivo
571,Positivo
572,Positivo
573,Positivo
574,Positivo
575,Positivo
576,Positivo
577,Positivo
578,Positivo
579,Positivo
580,Positivo
581,Positivo
582,Positivo
583,Positivo
584,Positivo
585,Positivo
586,Positivo
587,Positivo
588,Positivo
589,Positivo
590,Positivo
591,Positivo
592,Positivo
593,Positivo
594,Positivo
595,Positivo
596,Positivo
597,Positivo
598,Positivo
599,Positivo
600,Positivo
601,Positivo
602,Positivo
603,Positivo
604,Positivo
605,Positivo
606,Positivo
607,Positivo
608,Positivo
609,Positivo
610,Positivo
611,Positivo
612,Positivo
613,Positivo
614,Positivo
615,Positivo
616,Positivo
617,Positivo
618,Positivo
619,Positivo
620,Positivo
621,Positivo
622,Positivo
623,Positivo
624,Positivo
625,Positivo
626,Positivo
627,Positivo
628,Positivo
629,Positivo
630,Positivo
631,Positivo
632,Positivo
633,Positivo
634,Positivo
635,Positivo
636,Positivo
637,Positivo
638,Positivo
639,Positivo
640,Positivo
641,Positivo
642,Positivo
643,Positivo
644,Positivo
645,Positivo
646,Positivo
647,Positivo
648,Positivo
649,Positivo
650,Positivo
651,Positivo
652,Positivo
653,Positivo
654,Positivo
655,Positivo
656,Positivo
657,Positivo
658,Positivo
659,Positivo
660,Positivo
661,Positivo
662,Positivo
663,Positivo
664,Positivo
665,Positivo
666,Positivo
667,Positivo
668,Positivo
669,Positivo
670,Positivo
671,Positivo
672,Positivo
673,Positivo
674,Positivo
675,Positivo
676,Positivo
677,Positivo
678,Positivo
679,Positivo
680,Positivo
681,Positivo
682,Positivo
683,Positivo
684,Positivo
685,Positivo
686,Positivo
687,Positivo
688,Positivo
689,Positivo
690,Positivo
691,Positivo
692,Positivo
693,Positivo
694,Positivo
695,Positivo
696,Positivo
697,Positivo
698,Positivo
699,Positivo
700,Positivo
701,Positivo
702,Positivo
703,Positivo
704,Positivo
705,Positivo
706,Positivo
707,Positivo
708,Positivo
709,Positivo
710,Positivo
711,Positivo
712,Positivo
713,Positivo
714,Positivo
715,Positivo
716,Positivo
717,Positivo
718,Positivo
719,Positivo
720,Positivo
721,Positivo
722,Positivo
723,Positivo
724,Positivo
725,Positivo
726,Positivo
727,Positivo
728,Positivo
729,Positivo
730,Positivo
731,Positivo
732,Positivo
733,Positivo
734,Positivo
735,Positivo
736,Positivo
737,Positivo
738,Positivo
739,Positivo
740,Positivo
741,Positivo
742,Positivo
743,Positivo
744,Positivo
745,Positivo
746,Positivo
747,Positivo
748,Positivo
749,Positivo
750,Positivo
751,Positivo
752,Positivo
753,Positivo
754,Positivo
755,Positivo
756,Positivo
757,Positivo
758,Positivo
759,Positivo
760,Positivo
761,Positivo
762,Positivo
763,Positivo
764,Positivo
765,Positivo
766,Positivo
767,Positivo
768,Positivo
769,Positivo
770,Positivo
771,Positivo
772,Positivo
773,Positivo
774,Positivo
775,Positivo
776,Positivo
777,Positivo
778,Positivo
779,Positivo
780,Positivo
781,Positivo
782,Positivo
783,Positivo
784,Positivo
785,Positivo
786,Positivo
787,Positivo
788,Positivo
789,Positivo
790,Positivo
791,Positivo
792,Positivo
793,Positivo
794,Positivo
795,Positivo
796,Positivo
797,Positivo
798,Positivo
799,Positivo
800,Positivo
801,Positivo
802,Positivo
803,Positivo
804,Positivo
805,Positivo
806,Positivo
807,Positivo
808,Positivo
809,Positivo
810,Positivo
811,Positivo
812,Positivo
813,Positivo
814,Positivo
815,Positivo
816,Positivo
817,Positivo
818,Positivo
819,Positivo
820,Positivo
821,Positivo
822,Positivo
823,Positivo
824,Positivo
825,Positivo
826,Positivo
827,Positivo
828,Positivo
829,Positivo
830,Positivo
831,Positivo
832,Positivo
833,Positivo
834,Positivo
835,Positivo
836,Positivo
837,Positivo
838,Positivo
839,Positivo
840,Positivo
841,Positivo
842,Positivo
843,Positivo
844,Positivo
845,Positivo
846,Positivo
847,Positivo
848,Positivo
849,Positivo
850,Positivo
851,Positivo
852,Positivo
853,Positivo
854,Positivo
855,Positivo
856,Positivo
857,Positivo
858,Positivo
859,Positivo
860,Positivo
861,Positivo
862,Positivo
863,Positivo
864,Positivo
865,Positivo
866,Positivo
867,Positivo
868,Positivo
869,Positivo
870,Positivo
871,Positivo
872,Positivo
873,Positivo
874,Positivo
875,Positivo
876,Positivo
877,Positivo
878,Positivo
879,Positivo
880,Positivo
881,Positivo
882,Positivo
883,Positivo
884,Positivo
885,Positivo
886,Positivo
887,Positivo
888,Positivo
889,Positivo
890,Positivo
891,Positivo
892,Positivo
893,Positivo
894,Positivo
895,Positivo
896,Positivo
897,Positivo
898,Positivo
899,Positivo
900,Positivo
901,Positivo
902,Positivo
903,Positivo
904,Positivo
905,Positivo
906,Positivo
907,Positivo
908,Positivo
909,Positivo
910,Positivo
911,Positivo
912,Positivo
913,Positivo
914,Positivo
915,Positivo
916,Positivo
917,Positivo
918,Positivo
919,Positivo
920,Positivo
921,Positivo
922,Positivo
923,Positivo
924,Positivo
925,Positivo
926,Positivo
927,Positivo
928,Positivo
929,Positivo
930,Positivo
931,Positivo
932,Positivo
933,Positivo
934,Positivo
935,Positivo
936,Positivo
937,Positivo
938,Positivo
939,Positivo
940,Positivo
941,Positivo
942,Positivo
943,Positivo
944,Positivo
945,Positivo
946,Positivo
947,Positivo
948,Positivo
949,Positivo
950,Positivo
951,Positivo
952,Positivo
953,Positivo
954,Positivo
955,Positivo
956,Positivo
957,Positivo
958,Positivo
959,Positivo
960,Positivo
961,Positivo
962,Positivo
963,Positivo
964,Positivo
965,Positivo
966,Positivo
967,Positivo
968,Positivo
969,Positivo
970,Positivo
971,Positivo
972,Positivo
973,Positivo
974,Positivo
975,Positivo
976,Positivo
977,Positivo
978,Positivo
979,Positivo
980,Positivo
981,Positivo
982,Positivo
983,Positivo
984,Positivo
985,Positivo
986,Positivo
987,Positivo
988,Positivo
989,Positivo
990,Positivo
991,Positivo
992,Positivo
993,Positivo
994,Positivo
995,Positivo
996,Positivo
997,Positivo
998,Positivo
999,Positivo
1000,Positivo
1001,Positivo
1002,Positivo
1003,Positivo
1004,Positivo
1005,Positivo
1006,Positivo
1007,Positivo
1008,Positivo
1009,Positivo
1010,Positivo
1011,Positivo
1012,Positivo
1013,Positivo
1014,Positivo
1015,Positivo
1016,Positivo
1017,Positivo
1018,Positivo
1019,Positivo
1020,Positivo
1021,Positivo
1022,Positivo
1023,Positivo
1024,Positivo
1025,Positivo
1026,Positivo
1027,Positivo
1028,Positivo
1029,Positivo
1030,Positivo
1031,Positivo
1032,Positivo
1033,Positivo
1034,Positivo
1035,Positivo
1036,Positivo
1037,Positivo
1038,Positivo
1039,Positivo
1040,Positivo
1041,Positivo
1042,Positivo
1043,Positivo
1044,Positivo
1045,Positivo
1046,Positivo
1047,Positivo
1048,Positivo
1049,Positivo
1050,Positivo
1051,Positivo
1052,Positivo
1053,Positivo
1054,Positivo
1055,Positivo
1056,Positivo
1057,Positivo
1058,Positivo
1059,Positivo
1060,Positivo
1061,Positivo
1062,Positivo
1063,Positivo
1064,Positivo
1065,Positivo
1066,Positivo
1067,Positivo
1068,Positivo
1069,Positivo
1070,Positivo
1071,Positivo
1072,Positivo
1073,Positivo
1074,Positivo
1075,Positivo
1076,Positivo
1077,Positivo
1078,Positivo
1079,Positivo
1080,Positivo
1081,Positivo
1082,Positivo
1083,Positivo
1084,Positivo
1085,Positivo
1086,Positivo
1087,Positivo
1088,Positivo
1089,Positivo
1090,Positivo
1091,Positivo
1092,Positivo
1093,Positivo
1094,Positivo
1095,Positivo
1096,Positivo
1097,Positivo
1098,Positivo
1099,Positivo
1100,Positivo
1101,Positivo
1102,Positivo
1103,Positivo
1104,Positivo
1105,Positivo
1106,Positivo
1107,Positivo
1108,Positivo
1109,Positivo
1110,Positivo
1111,Positivo
1112,Positivo
1113,Positivo
1114,Positivo
1115,Positivo
1116,Positivo
1117,Positivo
1118,Positivo
1119,Positivo
1120,Positivo
1121,Positivo
1122,Positivo
1123,Positivo
1124,Positivo
1125,Positivo
1126,Positivo
1127,Positivo
1128,Positivo
1129,Positivo
1130,Positivo
1131,Positivo
1132,Positivo
1133,Positivo
1134,Positivo
1135,Positivo
1136,Positivo
1137,Positivo
1138,Positivo
1139,Positivo
1140,Positivo
1141,Positivo
1142,Positivo
1143,Positivo
1144,Positivo
1145,Positivo
1146,Positivo
1147,Positivo
1148,Positivo
1149,Positivo
1150,Positivo
1151,Positivo
1152,Positivo
1153,Positivo
1154,Positivo
1155,Positivo
1156,Positivo
1157,Positivo
1158,Positivo
1159,Positivo
1160,Positivo
1161,Positivo
1162,Positivo
1163,Positivo
1164,Positivo
1165,Positivo
1166,Positivo
1167,Positivo
1168,Positivo
1169,Positivo
1170,Positivo
1171,Positivo
1172,Positivo
1173,Positivo
1174,Positivo
1175,Positivo
1176,Positivo
1177,Positivo
1178,Positivo
1179,Positivo
1180,Positivo
1181,Positivo
1182,Positivo
1183,Positivo
1184,Positivo
1185,Positivo
1186,Positivo
1187,Positivo
1188,Positivo
1189,Positivo
1190,Positivo
1191,Positivo
1192,Positivo
1193,Positivo
1194,Positivo
1195,Positivo
1196,Positivo
1197,Positivo
1198,Positivo
1199,Positivo
1200,Positivo
1201,Positivo
1202,Positivo
1203,Positivo
1204,Positivo
1205,Positivo
1206,Positivo
1207,Positivo
1208,Positivo
1209,Positivo
1210,Positivo
1211,Positivo
1212,Positivo
1213,Positivo
1214,Positivo
1215,Positivo
1216,Positivo
1217,Positivo
1218,Positivo
1219,Positivo
1220,Positivo
1221,Positivo
1222,Positivo
1223,Positivo
1224,Positivo
1225,Positivo
1226,Positivo
1227,Positivo
1228,Positivo
1229,Positivo
1230,Positivo
1231,Positivo
1232,Positivo
1233,Positivo
1234,Positivo
1235,Positivo
1236,Positivo
1237,Positivo
1238,Positivo
1239,Positivo
1240,Positivo
1241,Positivo
1242,Positivo
1243,Positivo
1244,Positivo
1245,Positivo
1246,Positivo
1247,Positivo
1248,Positivo
1249,Positivo
1250,Positivo
1251,Positivo
1252,Positivo
1253,Positivo
1254,Positivo
1255,Positivo
1256,Positivo
1257,Positivo
1258,Positivo
1259,Positivo
1260,Positivo
1261,Positivo
1262,Positivo
1263,Positivo
1264,Positivo
1265,Positivo
1266,Positivo
1267,Positivo
1268,Positivo
1269,Positivo
1270,Positivo
1271,Positivo
1272,Positivo
1273,Positivo
1274,Positivo
1275,Positivo
1276,Positivo
1277,Positivo
1278,Positivo
1279,Positivo
1280,Positivo
1281,Positivo
1282,Positivo
1283,Positivo
1284,Positivo
1285,Positivo
1286,Positivo
1287,Positivo
1288,Positivo
1289,Positivo
1290,Positivo
1291,Positivo
1292,Positivo
1293,Positivo
1294,Positivo
1295,Positivo
1296,Positivo
1297,Positivo
1298,Positivo
1299,Positivo
1300,Positivo
1301,Positivo
1302,Positivo
1303,Positivo
1304,Positivo
1305,Positivo
1306,Positivo
1307,Positivo
1308,Positivo
1309,Positivo
1310,Positivo
1311,Positivo
1312,Positivo
1313,Positivo
1314,Positivo
1315,Positivo
1316,Positivo
1317,Positivo
1318,Positivo
1319,Positivo
1320,Positivo
1321,Positivo
1322,Positivo
1323,Positivo
1324,Positivo
1325,Positivo
1326,Positivo
1327,Positivo
1328,Positivo
1329,Positivo
1330,Positivo
1331,Positivo
1332,Positivo
1333,Positivo
1334,Positivo
1335,Positivo
1336,Positivo
1337,Positivo
1338,Positivo
1339,Positivo
1340,Positivo
1341,Positivo
1342,Positivo
1343,Positivo
1344,Positivo
1345,Positivo
1346,Positivo
1347,Positivo
1348,Positivo
1349,Positivo
1350,Positivo
1351,Positivo
1352,Positivo
1353,Positivo
1354,Positivo
1355,Positivo
1356,Positivo
1357,Positivo
1358,Positivo
1359,Positivo
1360,Positivo
1361,Positivo
1362,Positivo
1363,Positivo
1364,Positivo
1365,Positivo
1366,Positivo
1367,Positivo
1368,Positivo
1369,Positivo
1370,Positivo
1371,Positivo
1372,Positivo
1373,Positivo
1374,Positivo
1375,Positivo
1376,Positivo
1377,Positivo
1378,Positivo
1379,Positivo
1380,Positivo
1381,Positivo
1382,Positivo
1383,Positivo
1384,Positivo
1385,Positivo
1386,Positivo
1387,Positivo
1388,Positivo
1389,Positivo
1390,Positivo
1391,Positivo
1392,Positivo
1393,Positivo
1394,Positivo
1395,Positivo
1396,Positivo
1397,Positivo
1398,Positivo
1399,Positivo
1400,Positivo
1401,Positivo
1402,Positivo
1403,Positivo
1404,Positivo
1405,Positivo
1406,Positivo
1407,Positivo
1408,Positivo
1409,Positivo
1410,Positivo
1411,Positivo
1412,Positivo
1413,Positivo
1414,Positivo
1415,Positivo
1416,Positivo
1417,Positivo
1418,Positivo
1419,Positivo
1420,Positivo
1421,Positivo
1422,Positivo
1423,Positivo
1424,Positivo
1425,Positivo
1426,Positivo
1427,Positivo
1428,Positivo
1429,Positivo
1430,Positivo
1431,Positivo
1432,Positivo
1433,Positivo
1434,Positivo
1435,Positivo
1436,Positivo
1437,Positivo
1438,Positivo
1439,Positivo
1440,Positivo
1441,Positivo
1442,Positivo
1443,Positivo
1444,Positivo
1445,Positivo
1446,Positivo
1447,Positivo
1448,Positivo
1449,Positivo
1450,Positivo
1451,Positivo
1452,Positivo
1453,Positivo
1454,Positivo
1455,Positivo
1456,Positivo
1457,Positivo
1458,Positivo
1459,Positivo
1460,Positivo
1461,Positivo
1462,Positivo
1463,Positivo
1464,Positivo
1465,Positivo
1466,Positivo
1467,Positivo
1468,Positivo
1469,Positivo
1470,Positivo
1471,Positivo
1472,Positivo
1473,Positivo
1474,Positivo
1475,Positivo
1476,Positivo
1477,Positivo
1478,Positivo
1479,Positivo
1480,Positivo
1481,Positivo
1482,Positivo
1483,Positivo
1484,Positivo
1485,Positivo
1486,Positivo
1487,Positivo
1488,Positivo
1489,Positivo
1490,Positivo
1491,Positivo
1492,Positivo
1493,Positivo
1494,Positivo
1495,Positivo
1496,Positivo
1497,Positivo
1498,Positivo
1499,Positivo
1500,Positivo
1501,Positivo
1502,Positivo
1503,Positivo
1504,Positivo
1505,Positivo
1506,Positivo
1507,Positivo
1508,Positivo
1509,Positivo
1510,Positivo
1511,Positivo
1512,Positivo
1513,Positivo
1514,Positivo
1515,Positivo
1516,Positivo
1517,Positivo
1518,Positivo
1519,Positivo
1520,Positivo
1521,Positivo
1522,Positivo
1523,Positivo
1524,Positivo
1525,Positivo
1526,Positivo
1527,Positivo
1528,Positivo
1529,Positivo
1530,Positivo
1531,Positivo
1532,Positivo
1533,Positivo
1534,Positivo
1535,Positivo
1536,Positivo
1537,Positivo
1538,Positivo
1539,Positivo
1540,Positivo
1541,Positivo
1542,Positivo
1543,Positivo
1544,Positivo
1545,Positivo
1546,Positivo
1547,Positivo
1548,Positivo
1549,Positivo
1550,Positivo
1551,Positivo
1552,Positivo
1553,Positivo
1554,Positivo
1555,Positivo
1556,Positivo
1557,Positivo
1558,Positivo
1559,Positivo
1560,Positivo
1561,Positivo
1562,Positivo
1563,Positivo
1564,Positivo
1565,Positivo
1566,Positivo
1567,Positivo
1568,Positivo
1569,Positivo
1570,Positivo
1571,Positivo
1572,Positivo
1573,Positivo
1574,Positivo
1575,Positivo
1576,Positivo
1577,Positivo
1578,Positivo
1579,Positivo
1580,Positivo
1581,Positivo
1582,Positivo
1583,Positivo
1584,Positivo
1585,Positivo
1586,Positivo
1587,Positivo
1588,Positivo
1589,Positivo
1590,Positivo
1591,Positivo
1592,Positivo
1593,Positivo
1594,Positivo
1595,Positivo
1596,Positivo
1597,Positivo
1598,Positivo
1599,Positivo
1600,Positivo
1601,Positivo
1602,Positivo
1603,Positivo
1604,Positivo
1605,Positivo
1606,Positivo
1607,Positivo
1608,Positivo
1609,Positivo
1610,Positivo
1611,Positivo
1612,Positivo
1613,Positivo
1614,Positivo
1615,Positivo
1616,Positivo
1617,Positivo
1618,Positivo
1619,Positivo
1620,Positivo
1621,Positivo
1622,Positivo
1623,Positivo
1624,Positivo
1625,Positivo
1626,Positivo
1627,Positivo
1628,Positivo
1629,Positivo
1630,Positivo
1631,Positivo
1632,Positivo
1633,Positivo
1634,Positivo
1635,Positivo
1636,Positivo
1637,Positivo
1638,Positivo
1639,Positivo
1640,Positivo
1641,Positivo
1642,Positivo
1643,Positivo
1644,Positivo
1645,Positivo
1646,Positivo
1647,Positivo
1648,Positivo
1649,Positivo
1650,Positivo
1651,Positivo
1652,Positivo
1653,Positivo
1654,Positivo
1655,Positivo
1656,Positivo
1657,Positivo
1658,Positivo
1659,Positivo
1660,Positivo
1661,Positivo
1662,Positivo
1663,Positivo
1664,Positivo
1665,Positivo
1666,Positivo
1667,Positivo
1668,Positivo
1669,Positivo
1670,Positivo
1671,Positivo
1672,Positivo
1673,Positivo
1674,Positivo
1675,Positivo
1676,Positivo
1677,Positivo
1678,Positivo
1679,Positivo
1680,Positivo
1681,Positivo
1682,Positivo
1683,Positivo
1684,Positivo
1685,Positivo
1686,Positivo
1687,Positivo
1688,Positivo
1689,Positivo
1690,Positivo
1691,Positivo
1692,Positivo
1693,Positivo
1694,Positivo
1695,Positivo
1696,Positivo
1697,Positivo
1698,Positivo
1699,Positivo
1700,Positivo
1701,Positivo
1702,Positivo
1703,Positivo
1704,Positivo
1705,Positivo
1706,Positivo
1707,Positivo
1708,Positivo
1709,Positivo
1710,Positivo
1711,Positivo
1712,Positivo
1713,Positivo
1714,Positivo
1715,Positivo
1716,Positivo
1717,Positivo
1718,Positivo
1719,Positivo
1720,Positivo
1721,Positivo
1722,Positivo
1723,Positivo
1724,Positivo
1725,Positivo
1726,Positivo
1727,Positivo
1728,Positivo
1729,Positivo
1730,Positivo
1731,Positivo
1732,Positivo
1733,Positivo
1734,Positivo
1735,Positivo
1736,Positivo
1737,Positivo
1738,Positivo
1739,Positivo
1740,Positivo
1741,Positivo
1742,Positivo
1743,Positivo
1744,Positivo
1745,Positivo
1746,Positivo
1747,Positivo
1748,Positivo
1749,Positivo
1750,Positivo
1751,Positivo
1752,Positivo
1753,Positivo
1754,Positivo
1755,Positivo
1756,Positivo
1757,Positivo
1758,Positivo
1759,Positivo
1760,Positivo
1761,Positivo
1762,Positivo
1763,Positivo
1764,Positivo
1765,Positivo
1766,Positivo
1767,Positivo
1768,Positivo
1769,Positivo
1770,Positivo
1771,Positivo
1772,Positivo
1773,Positivo
1774,Positivo
1775,Positivo
1776,Positivo
1777,Positivo
1778,Positivo
1779,Positivo
1780,Positivo
1781,Positivo
1782,Positivo
1783,Positivo
1784,Positivo
1785,Positivo
1786,Positivo
1787,Positivo
1788,Positivo
1789,Positivo
1790,Positivo
1791,Positivo
1792,Positivo
1793,Positivo
1794,Positivo
1795,Positivo
1796,Positivo
1797,Positivo
1798,Positivo
1799,Positivo
1800,Positivo
1801,Positivo
1802,Positivo
1803,Positivo
1804,Positivo
1805,Positivo
1806,Positivo
1807,Positivo
1808,Positivo
1809,Positivo
1810,Positivo
1811,Positivo
1812,Positivo
1813,Positivo
1814,Positivo
1815,Positivo
1816,Positivo
1817,Positivo
1818,Positivo
1819,Positivo
1820,Positivo
1821,Positivo
1822,Positivo
1823,Positivo
1824,Positivo
1825,Positivo
1826,Positivo
1827,Positivo
1828,Positivo
1829,Positivo
1830,Positivo
1831,Positivo
1832,Positivo
1833,Positivo
1834,Positivo
1835,Positivo
1836,Positivo
1837,Positivo
1838,Positivo
1839,Positivo
1840,Positivo
1841,Positivo
1842,Positivo
1843,Positivo
1844,Positivo
1845,Positivo
1846,Positivo
1847,Positivo
1848,Positivo
1849,Positivo
1850,Positivo
1851,Positivo
1852,Positivo
1853,Positivo
1854,Positivo
1855,Positivo
1856,Positivo
1857,Positivo
1858,Positivo
1859,Positivo
1860,Positivo
1861,Positivo
1862,Positivo
1863,Positivo
1864,Positivo
1865,Positivo
1866,Positivo
1867,Positivo
1868,Positivo
1869,Positivo
1870,Positivo
1871,Positivo
